desired_heading,heading,steer_output,desired_velocity,velocity,throttle_output
0.09948371749726706,0.06244485665022884,0.017320313657058876,2.9999999820768255,2.995802833650876,0.29728774328402346
0.08788791180261789,0.06947688357431263,0.004558177699769239,2.999999988120185,2.996016990273391,0.29732212230379984
0.07523653631526246,0.07209716360965239,-0.004101939269479492,2.99999997939249,2.996213797559948,0.2973586532721813
0.09771921281395465,0.07123331737581474,0.030211926027016292,2.9999999838659996,2.99645200765044,0.2973704943990362
0.14539032640577462,0.07888799136275906,0.06623519832424253,2.999999986938551,2.9957101184844817,0.2977621287487683
0.20137184316422857,0.1011498459350574,0.0866473605373953,2.9999999739335608,2.995009944667423,0.2980413578211729
0.249702543297947,0.1296467598304765,0.09549386925797441,2.9999999785294507,2.9954782586696576,0.2978871792920814
0.2814076907028438,0.16184795603224927,0.08603523794531093,2.999999984978349,2.9964816706240454,0.2976451293397651
0.2931522988075472,0.1926149234737167,0.06437469126934102,2.9999999871877012,2.997774662710931,0.29733587324876837
0.28324760554303174,0.21713917500392937,0.033183062840953466,2.9999999895666742,2.9985510435393588,0.2972329741337492
0.2551615878553184,0.23234404383930285,-0.00021781435301077012,2.9999999767241814,2.998501966544856,0.29737623837696336
0.24381163702172318,0.23534962086653902,0.00252057471486016,2.999999984240111,2.9979817691861532,0.2976050175983317
0.24737568340080737,0.23600549086399827,0.012793497306866122,2.9999999867561677,2.998364815410887,0.2974372810801203
0.2495217524018796,0.23960858137130736,0.009758379468728153,2.9999999904821713,2.9985757120961543,0.29743456107339533
0.24203858081924132,0.24358246712613954,-0.0027125522313421837,2.999999975953719,2.9986919824638605,0.29744664835447804
0.22197682070793043,0.2437548069381813,-0.02148978242197873,2.9999999793553553,2.9987171790530667,0.29747725153966986
0.18933207337931285,0.237819036987315,-0.04333817724211714,2.999999978764037,2.998499084574952,0.29759231605920233
0.14669337859364928,0.22447546808255472,-0.06544072774716306,2.9999999788034937,2.9981042025674998,0.297752088864619
0.0988584766942845,0.2036653442323506,-0.08383541319471086,2.999999981397129,2.9977313455346133,0.29789057903985144
0.04986685248387784,0.1759926204376622,-0.09647926004695594,2.99999998156171,2.99767776553813,0.2979148169127092
0.005175786086295299,0.14364478392836694,-0.10148345418223342,2.9999999833887943,2.9979419564574976,0.2978541570082094
-0.0321228068532165,0.10888467274843469,-0.09918042033805145,2.9999999848362218,2.99848018800534,0.29771898170865496
-0.06050137322272916,0.07391751743850561,-0.09082486536317985,2.9999999834167204,2.999097424908437,0.29757509836817897
-0.07720068138240616,0.04150869870143673,-0.0759707991642403,2.999999984069408,2.999600447022123,0.2974707544011391
-0.08321236732496205,0.013689176474036098,-0.05818392316164734,2.999999985726532,3.0000062761356245,0.2973805648937431
-0.08036290553622913,-0.00814021974838215,-0.039704555097076634,2.9999999904596826,3.0001547194983575,0.2973707017176876
-0.07483746691085016,-0.024098946784721628,-0.0269846476873413,2.9999999791674754,3.00004967927467,0.2974257314389075
-0.05946118947695826,-0.03494334082411889,-0.0061924280013878515,2.9999999773346895,2.9999200641128034,0.29746310756902417
-0.04218586014062248,-0.03905579417941925,0.006827700010767238,2.99999998390178,2.9997668109154567,0.2975096011592323
-0.02809150418281666,-0.037795049558186536,0.011502929293608173,2.9999999820941365,2.9997000720986473,0.2975218784875586
-0.013905890527318991,-0.03411189985120155,0.017857057462128272,2.9999999816215763,2.9997716493695057,0.2974924733628061
-0.0005584319793408545,-0.0283429561366827,0.021913887023889266,2.999999982537501,2.9997497750193527,0.29751427120373863
0.010369824730381444,-0.020813669183405277,0.022414780983198136,2.999999978964788,2.9997442939226175,0.29751913599131674
0.01800600122952314,-0.012887035474596133,0.020609716505480966,2.999999979267425,2.9998223670103883,0.2974934138779045
0.02492719645023213,-0.005311941110272048,0.020112877933676544,2.999999976058951,2.999881191330691,0.2974836419696953
0.02863883227748676,0.0018929856959128185,0.01642648289915533,2.9999999768868637,2.999873485891644,0.29749603807922015
0.03041506202677158,0.007917462447805185,0.013148483056656755,2.999999982965764,2.999911864826541,0.2974827033973275
0.03355327639277875,0.012899250645502269,0.01312053666101736,2.9999999844189595,2.999931608959767,0.2974814849881825
0.030385407951327013,0.017537523311795457,0.004851373884638176,2.999999986850173,2.999911969747518,0.2974929440160291
0.03883610843701035,0.019970489495745574,0.015688045981409285,2.999999980940342,2.999920998950934,0.2974889757503213
0.0030035796710977726,0.024712688902687203,-0.03502517218082248,2.999999983658887,2.9997812467253215,0.2975462572860904
0.9720816533368534,0.016101126571915203,1.137017655834676,2.999999986490695,2.998066273889624,0.29820257962551583
-0.7242627866108932,0.1195691418837781,-1.2,2.999999984150829,2.7277526121541373,0.4029176287170842
