run_id,voxel_size_scan,voxel_size_map,ndt_cell_size,ndt_iterations,r_scan,r_map,frame_range,zlims,ylim,xlim,max_lateral_error,mean_lateral_error,max_yaw_error,mean_yaw_error,mean_computation_time
1,0.2,0.3,1.0,5,1.0,2.0,"[0, 1200]","[0, 7]",,,1.395633895276663,0.3269608792363962,0.018312343296116942,0.0028925907583515847,0.8313682874043783
